pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,property_age,remodel_age,porch_sf
909475070,20,RL,0.0,32668,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,None,0.0,4,3,PConc,3,3,No,Rec,1219.0,Unf,0.0,816.0,2035.0,GasA,3,1,SBrkr,0,0,2515,1.0,0.0,3,0,4,2,3,9,Maj1,2,3,Attchd,RFn,2.0,484.0,3,3,1.0,0,0,0,0,None,None,0,3,2007,WD ,200624,50,32,1
528102120,20,RL,91.0,11825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,4,3,PConc,5,3,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,5,1,SBrkr,0,0,1694,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,3.0,856.0,3,3,1.0,0,0,0,0,None,None,0,6,2007,New,322400,1,0,1
907410130,20,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,5,1,SBrkr,0,0,1602,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,3.0,810.0,3,3,1.0,0,195,0,0,None,None,0,1,2009,WD ,293200,2,2,1
528186080,120,RL,63.0,8849,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,5,3,PConc,5,3,No,GLQ,28.0,Unf,0.0,1656.0,1684.0,GasA,5,1,SBrkr,0,0,1684,0.0,0.0,2,0,2,1,5,6,Typ,1,5,Attchd,RFn,2.0,564.0,3,3,1.0,495,0,0,0,None,None,0,7,2008,WD ,266000,3,3,1
905103040,60,RL,70.0,11184,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3,3,No,LwQ,226.0,Rec,500.0,192.0,918.0,GasA,4,1,SBrkr,765,0,1683,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2.0,440.0,3,3,1.0,243,0,0,0,None,None,0,7,2009,WD ,172500,31,31,0
902405100,50,RM,98.0,8820,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,No,LwQ,1088.0,Unf,0.0,0.0,1088.0,GasA,3,1,SBrkr,561,120,1869,0.0,0.0,1,0,2,1,3,7,Typ,0,0,Detchd,Unf,2.0,456.0,3,3,1.0,48,0,0,0,MnWw,None,0,9,2009,WD ,124900,119,13,1
903201020,30,RL,0.0,6615,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,1022.0,1022.0,GasA,3,0,FuseA,0,0,1432,0.0,0.0,1,0,3,1,4,6,Typ,1,4,BuiltIn,Unf,1.0,216.0,2,3,1.0,266,0,0,0,GdWo,None,0,9,2009,WD ,149000,86,59,1
907414030,20,RL,65.0,8773,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,4,3,Av,GLQ,24.0,Unf,0.0,1390.0,1414.0,GasA,5,1,SBrkr,0,0,1414,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2.0,494.0,3,3,1.0,132,0,0,0,None,None,0,5,2010,WD ,185500,6,6,1
907255010,20,RL,0.0,11088,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,4,3,No,GLQ,872.0,Unf,0.0,476.0,1348.0,GasA,5,1,SBrkr,0,0,1358,1.0,0.0,1,1,1,1,4,5,Typ,1,3,Attchd,Unf,2.0,418.0,3,3,1.0,68,0,0,0,None,None,0,6,2006,WD ,220000,4,4,1
528439050,20,RL,76.0,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,1496.0,1496.0,GasA,5,1,SBrkr,0,0,1496,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,Fin,2.0,474.0,3,3,1.0,168,0,0,0,None,None,0,6,2007,New,225000,0,0,1
534430090,20,RL,57.0,8280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,5,1,FuseA,0,0,932,0.0,0.0,1,0,2,1,4,4,Typ,1,4,Attchd,Unf,1.0,306.0,3,3,1.0,0,0,0,0,GdPrv,None,0,11,2007,WD ,124000,57,57,1
535450160,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0,0,None,None,0.0,None,0.0,0.0,0.0,Wall,2,0,FuseA,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,0,Detchd,Unf,2.0,400.0,3,3,1.0,0,0,0,0,None,None,0,6,2009,WD ,92900,59,59,0
903236040,30,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,No,LwQ,134.0,Unf,0.0,938.0,1072.0,GasA,3,1,SBrkr,0,0,1072,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,5.0,1184.0,2,3,0.5,0,0,0,0,None,None,0,8,2009,WD ,126500,84,59,1
527425035,20,RL,0.0,12735,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,600.0,Unf,0.0,264.0,864.0,GasA,3,1,SBrkr,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2.0,576.0,3,3,1.0,216,0,0,0,MnWw,None,0,4,2008,COD,111250,36,36,0
528326060,60,RL,0.0,11000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,969.0,969.0,GasA,5,1,SBrkr,1288,0,2285,0.0,0.0,2,1,4,1,4,8,Typ,1,3,BuiltIn,Fin,3.0,648.0,3,3,1.0,0,0,0,0,None,None,0,6,2007,WD ,248000,7,7,1
535477090,20,RL,69.0,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,5,1,SBrkr,0,0,1117,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1.0,264.0,3,3,1.0,0,0,0,0,None,None,0,5,2008,COD,136870,45,45,0
907290160,120,RM,37.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,Av,GLQ,717.0,Unf,0.0,131.0,848.0,GasA,5,1,SBrkr,0,0,848,1.0,0.0,1,0,1,1,4,4,Typ,0,0,Attchd,Fin,2.0,420.0,3,3,1.0,140,0,0,0,None,None,0,4,2006,WD ,133000,3,3,0
535180030,20,RL,72.0,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,3,CBlock,3,3,No,BLQ,586.0,Unf,0.0,462.0,1048.0,GasA,3,1,SBrkr,0,0,1048,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1.0,286.0,3,3,1.0,0,192,0,0,None,None,0,6,2007,WD ,135000,51,51,1
527402130,20,RL,68.0,10295,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,3,Mn,Rec,252.0,Unf,0.0,684.0,936.0,GasA,3,1,SBrkr,0,0,936,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,Unf,1.0,288.0,3,3,1.0,16,0,0,0,None,None,0,9,2008,COD,111900,39,39,0
535151160,20,RL,70.0,7763,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,Rec,504.0,BLQ,108.0,319.0,931.0,GasA,3,1,SBrkr,0,0,1283,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,2.0,506.0,3,3,1.0,0,0,0,0,None,None,0,10,2008,WD ,140000,46,28,0
904101170,50,RL,80.0,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,0,0,None,None,0.0,None,0.0,0.0,0.0,GasA,3,1,SBrkr,468,0,1588,0.0,0.0,2,0,4,1,3,7,Min2,1,4,Detchd,Fin,2.0,680.0,3,3,0.0,0,0,0,0,None,None,0,7,2008,WD ,134432,49,49,1
527256040,20,RL,81.0,13870,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,5,3,PConc,5,3,Gd,GLQ,1152.0,Unf,0.0,590.0,1742.0,GasA,5,1,SBrkr,0,0,2042,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,Fin,3.0,724.0,3,3,1.0,240,174,0,0,None,None,0,10,2007,New,455000,1,0,1
528365090,60,RL,92.0,10120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4,3,No,GLQ,740.0,Unf,0.0,425.0,1165.0,GasA,5,1,SBrkr,1323,0,2526,1.0,0.0,2,1,4,1,4,8,Typ,1,3,Attchd,RFn,3.0,844.0,3,3,1.0,309,0,0,0,None,None,0,12,2006,WD ,290000,12,12,1
907187040,60,RL,47.0,10820,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Gd,GLQ,342.0,Unf,0.0,646.0,988.0,GasA,5,1,SBrkr,885,0,1873,0.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,RFn,2.0,597.0,3,3,1.0,202,0,0,0,None,None,0,3,2007,WD ,235500,8,8,1
902104020,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Rec,381.0,Unf,0.0,399.0,780.0,GasA,5,1,SBrkr,476,0,1416,0.0,1.0,1,0,3,1,4,7,Typ,0,0,Detchd,Unf,2.0,400.0,3,3,1.0,0,0,0,0,None,None,0,6,2006,WD ,156500,106,2,1
528275060,60,RL,0.0,8121,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,5,1,SBrkr,711,0,1664,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2.0,460.0,3,3,1.0,100,0,0,0,None,None,0,1,2006,WD ,172400,6,6,1
528462040,20,FV,95.0,11639,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1428.0,1428.0,GasA,5,1,SBrkr,0,0,1428,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,Fin,2.0,480.0,3,3,1.0,0,0,0,0,None,None,0,12,2008,New,182000,1,0,1
528150080,20,RL,121.0,13758,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,5,3,PConc,5,3,Gd,GLQ,1232.0,Unf,0.0,560.0,1792.0,GasA,5,1,SBrkr,0,0,1792,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,3.0,925.0,3,3,1.0,204,0,0,0,None,None,0,3,2006,New,372397,1,0,1
906204280,60,RL,0.0,9771,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,4,3,PConc,4,3,No,LwQ,779.0,Unf,0.0,298.0,1077.0,GasA,5,1,SBrkr,1721,0,2814,0.0,1.0,2,1,4,1,4,9,Typ,1,3,BuiltIn,Fin,2.0,614.0,3,3,1.0,48,216,0,0,GdPrv,None,0,6,2008,WD ,260000,13,6,1
903454020,30,RM,50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,610.0,610.0,GasA,5,0,FuseA,0,0,819,0.0,0.0,1,0,2,1,4,4,Typ,0,0,None,None,0.0,0.0,0,0,0.0,0,0,0,0,None,None,0,9,2006,WD ,72000,87,56,0
903481100,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,2,2,PConc,3,2,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,5,0,FuseF,536,0,1344,0.0,0.0,2,0,3,2,3,8,Typ,0,0,None,None,0.0,0.0,0,0,0.0,42,0,0,0,None,None,0,5,2008,WD ,82375,93,58,1
527378140,80,RL,0.0,10448,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,3,1,SBrkr,741,0,2119,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,RFn,2.0,583.0,3,3,1.0,0,0,0,0,GdPrv,None,0,8,2009,COD,158000,37,37,1
903236010,50,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,3,1,SBrkr,213,0,1285,1.0,0.0,1,0,2,1,3,6,Min1,0,0,Detchd,Unf,1.0,240.0,3,3,1.0,0,0,0,0,MnPrv,None,0,1,2008,WD ,127000,60,7,0
906201120,20,RL,83.0,11980,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,4,3,CBlock,4,3,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,5,1,SBrkr,0,0,1433,1.0,0.0,1,1,1,1,4,4,Typ,2,3,Attchd,RFn,2.0,528.0,4,4,1.0,0,266,0,0,MnPrv,None,0,6,2010,WD ,270000,23,23,1
906201130,50,RL,79.0,12327,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,Gd,GLQ,1441.0,Unf,0.0,55.0,1496.0,GasA,5,1,SBrkr,636,0,2132,1.0,0.0,1,1,1,1,4,5,Min2,1,4,BuiltIn,Fin,2.0,612.0,4,3,1.0,349,0,0,0,None,None,0,9,2009,WD ,316600,26,0,1
905402090,80,RL,124.0,11512,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,4,1,SBrkr,0,0,1357,1.0,0.0,1,0,2,1,5,5,Typ,1,4,Basment,RFn,1.0,312.0,3,3,1.0,0,163,0,0,GdPrv,None,0,5,2008,WD ,177000,49,2,0
906203120,20,RL,90.0,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,4,3,CBlock,4,3,Mn,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,4,1,SBrkr,0,0,2196,0.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,RFn,3.0,701.0,3,3,1.0,84,0,0,0,None,None,0,6,2009,WD ,271900,19,18,1
923225150,160,RM,0.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,Mn,Unf,0.0,Unf,0.0,264.0,264.0,GasA,3,1,SBrkr,688,0,1304,0.0,0.0,1,1,3,1,3,4,Typ,1,4,BuiltIn,Fin,1.0,336.0,3,3,1.0,141,0,0,0,None,None,0,6,2008,WD ,115000,32,32,1
902330010,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,2,No,LwQ,259.0,Unf,0.0,425.0,684.0,OthW,2,0,SBrkr,1215,205,2358,0.0,0.0,2,0,4,1,3,8,Typ,0,0,None,None,0.0,0.0,0,0,1.0,0,0,0,0,None,None,0,12,2008,WD ,122000,136,21,1
909475230,20,RL,70.0,18044,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,None,0.0,4,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,279.0,279.0,GasA,4,1,SBrkr,0,0,2726,0.0,0.0,2,1,2,1,4,6,Typ,1,4,Attchd,Fin,2.0,691.0,4,4,1.0,216,0,228,5,None,None,0,8,2007,WD ,315000,21,21,1
907410050,60,RL,79.0,9245,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,939.0,939.0,GasA,5,1,SBrkr,858,0,1797,0.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,RFn,2.0,639.0,3,3,1.0,144,0,0,0,None,None,0,4,2007,WD ,213500,1,1,1
535451190,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,0,0,None,None,0.0,None,0.0,0.0,0.0,GasA,3,1,FuseF,0,0,1040,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2.0,625.0,3,3,1.0,0,0,0,0,None,None,0,6,2006,WD ,109500,56,56,0
902201120,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,ALQ,104.0,BLQ,169.0,516.0,789.0,GasA,5,1,SBrkr,0,0,789,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1.0,250.0,3,3,1.0,0,0,0,0,None,None,0,4,2008,WD ,115000,60,58,0
533206040,120,FV,34.0,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,5,1,SBrkr,0,0,1143,0.0,0.0,1,1,1,1,4,5,Typ,1,4,Attchd,RFn,2.0,588.0,3,3,1.0,0,0,0,0,None,None,0,5,2006,WD ,176400,2,2,1
534127170,20,RL,0.0,9156,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,4,1,SBrkr,0,0,1489,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,2.0,462.0,3,3,1.0,0,0,0,0,None,None,0,8,2009,WD ,185750,41,41,0
907254020,60,RL,73.0,9066,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,Mn,GLQ,668.0,Unf,0.0,336.0,1004.0,GasA,5,1,SBrkr,848,0,1852,0.0,0.0,2,1,3,1,4,7,Typ,2,3,Attchd,Fin,3.0,660.0,3,3,1.0,224,0,0,0,GdPrv,None,0,12,2008,WD ,230000,9,8,1
908203100,20,RL,64.0,6410,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,5,1,SBrkr,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,0,None,None,0.0,0.0,0,0,1.0,0,0,0,0,MnPrv,None,0,5,2010,WD ,90000,52,52,0
908154235,60,RL,313.0,63887,Pave,None,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5,3,Gd,GLQ,5644.0,Unf,0.0,466.0,6110.0,GasA,5,1,SBrkr,950,0,5642,2.0,0.0,2,1,3,1,5,12,Typ,3,4,Attchd,Fin,2.0,1418.0,3,3,1.0,214,0,480,4,None,None,0,1,2008,New,160000,0,0,1
923230180,85,RL,54.0,7244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,3,Av,ALQ,619.0,Unf,0.0,149.0,768.0,GasA,5,1,SBrkr,0,0,768,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2.0,624.0,3,3,1.0,104,0,0,0,None,None,0,4,2007,WD ,129500,37,37,0
535180020,20,RL,72.0,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,GasA,5,1,SBrkr,0,0,1124,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,Fin,1.0,353.0,3,3,1.0,0,142,0,0,None,None,0,5,2006,WD ,153000,50,12,1
533210020,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,Av,GLQ,294.0,Unf,0.0,318.0,612.0,GasA,5,1,SBrkr,612,0,1224,0.0,0.0,2,1,2,1,4,4,Typ,0,0,Detchd,RFn,2.0,528.0,3,3,1.0,0,0,0,0,None,None,0,6,2009,New,173733,0,0,1
531363020,20,RL,63.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,5,1,SBrkr,0,0,1100,0.0,0.0,1,1,3,1,3,6,Typ,0,0,None,None,0.0,0.0,0,0,1.0,0,0,0,0,None,None,0,6,2007,New,146000,1,0,1
534431070,50,RL,120.0,17360,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,3,4,CBlock,3,3,No,Rec,300.0,Unf,0.0,482.0,782.0,GasA,3,1,SBrkr,537,0,1556,0.0,0.0,2,0,3,1,3,6,Typ,1,4,Attchd,Unf,2.0,470.0,3,3,1.0,0,0,0,0,None,None,0,1,2010,WD ,172500,61,60,1
